Municipio,Provincia,Comarca,cluster,CoordenadaX,CoordenadaY,Población,area_servicio,helipuerto_municipio,distancia_helipuerto
JARAMILLO QUEMADO,BURGOS,,BURGOS,470192.32,4659192.36,10,BURGOS,CARDEÑAJIMENO,34733.98027287116
JURISDICCIÓN DE SAN ZADORNIL,BURGOS,,BURGOS,487189.45,4743236.6,66,BURGOS,CARDEÑAJIMENO,68285.28862780634
MAMOLAR,BURGOS,,BURGOS,469992.18,4641691.95,28,BURGOS,CARDEÑAJIMENO,49657.885230369175
MEDINA DE POMAR,BURGOS,,BURGOS,460218.36,4752992.69,5997,BURGOS,CARDEÑAJIMENO,67276.72352579683
MERINDAD DE VALDEPORRES,BURGOS,,BURGOS,439382.95,4762222.11,421,BURGOS,CARDEÑAJIMENO,76156.8124579935
MODÚBAR DE LA EMPAREDADA,BURGOS,,BURGOS,445563.35,4678615.7,769,BURGOS,CARDEÑAJIMENO,8732.24372363158
MONASTERIO DE RODILLA,BURGOS,,BURGOS,461558.63,4700491.57,169,BURGOS,CARDEÑAJIMENO,18715.48200304759
OÑA,BURGOS,,BURGOS,466293.13,4731392.67,951,BURGOS,CARDEÑAJIMENO,47972.64016593584
PALACIOS DE LA SIERRA,BURGOS,,BURGOS,489467.02,4645766.98,675,SORIA,TARDELCUENDE,57269.05038534247
PEDROSA DEL PRÍNCIPE,BURGOS,,BURGOS,401141.99,4677993.31,163,PALENCIA,OSORNO LA MAYOR,22443.268832293874
PINEDA TRASMONTE,BURGOS,,BURGOS,442250.04,4639991.52,98,BURGOS,CARDEÑAJIMENO,47153.46430209637
QUINTANILLA DE LA MATA,BURGOS,,BURGOS,436327.17,4648767.81,108,BURGOS,CARDEÑAJIMENO,39944.24435251291
REVILLA DEL CAMPO,BURGOS,,BURGOS,455742.39,4673417.56,94,BURGOS,CARDEÑAJIMENO,14893.097092603708
REVILLARRUZ,BURGOS,,BURGOS,446092.33,4675692.7,634,BURGOS,CARDEÑAJIMENO,11338.985735616037
HERRADÓN DE PINARES,ÁVILA,,ÁVILA,367921.46,4491673.97,495,ÁVILA,MUÑANA,38575.97984998572
HIGUERA DE LAS DUEÑAS,ÁVILA,,ÁVILA,363801.14,4455389.9,270,ÁVILA,MUÑANA,52615.761085737024
HOYOS DE MIGUEL MUÑOZ,ÁVILA,,ÁVILA,324580.41,4473476.82,27,ÁVILA,MUÑANA,22376.446386244595
HOYOS DEL COLLADO,ÁVILA,,ÁVILA,313240.54,4469892.71,30,ÁVILA,MUÑANA,30175.162909261853
HOYOS DEL ESPINO,ÁVILA,,ÁVILA,314975.52,4470220.68,344,ÁVILA,MUÑANA,28991.625480117604
LA CARRERA,ÁVILA,,ÁVILA,282990.7,4469443.12,160,SALAMANCA,LINARES DE RIOFRÍO,40695.94921667861
LANZAHÍTA,ÁVILA,,ÁVILA,335149.18,4452163.08,788,ÁVILA,MUÑANA,43505.15089739349
LAS BERLANAS,ÁVILA,,ÁVILA,351440.68,4518443.06,323,ÁVILA,MUÑANA,31877.536415855455
LAS NAVAS DEL MARQUÉS,ÁVILA,,ÁVILA,387812.66,4495537.93,5590,ÁVILA,MUÑANA,58296.66721083205
MADRIGAL DE LAS ALTAS TORRES,ÁVILA,,ÁVILA,332160.92,4550645.29,1299,ÁVILA,MUÑANA,55406.38347248559
MAELLO,ÁVILA,,ÁVILA,372657.77,4518876.94,700,ÁVILA,MUÑANA,49162.45726366952
MAMBLAS,ÁVILA,,ÁVILA,331012.83,4542833.26,196,ÁVILA,MUÑANA,47554.75809331488
MARLÍN,ÁVILA,,ÁVILA,345476.54,4508481.1,31,ÁVILA,MUÑANA,20698.096369168718
MEDIANA DE VOLTOYA,ÁVILA,,ÁVILA,367987.63,4506697.97,117,ÁVILA,MUÑANA,40123.523578967994
MORALEJA DE MATACABRAS,ÁVILA,,ÁVILA,335668.0,4552514.28,53,ÁVILA,MUÑANA,57541.989737181066
NAVACEPEDILLA DE CORNEJA,ÁVILA,,ÁVILA,314865.58,4483974.72,100,ÁVILA,MUÑANA,18519.09778366647
NAVAHONDILLA,ÁVILA,,ÁVILA,373107.24,4464931.87,353,ÁVILA,MUÑANA,53127.23465817964
PEDRO-RODRÍGUEZ,ÁVILA,,ÁVILA,349704.82,4533245.13,134,ÁVILA,MUÑANA,42979.6090676603
PEÑALBA DE ÁVILA,ÁVILA,,ÁVILA,352536.65,4514915.05,105,ÁVILA,MUÑANA,30242.32888241913
PIEDRALAVES,ÁVILA,,ÁVILA,355704.15,4464401.96,2150,ÁVILA,MUÑANA,40504.44600029105
POYALES DEL HOYO,ÁVILA,,ÁVILA,315616.41,4449144.13,487,ÁVILA,MUÑANA,48205.44830960493
RASUEROS,ÁVILA,,ÁVILA,325551.77,4543394.3,160,ÁVILA,MUÑANA,48255.39717122324
SALOBRAL,ÁVILA,,ÁVILA,346806.44,4497197.09,102,ÁVILA,MUÑANA,17393.511410940035
VADILLO DE LA SIERRA,ÁVILA,,ÁVILA,320089.53,4497225.94,51,ÁVILA,MUÑANA,9621.255141388843
VEGA DE SANTA MARÍA,ÁVILA,,ÁVILA,362219.78,4521866.99,86,ÁVILA,MUÑANA,42133.15229317319
ABAJAS,BURGOS,,BURGOS,452292.7,4719142.67,28,BURGOS,CARDEÑAJIMENO,32647.377123947816
ADRADA DE HAZA,BURGOS,,BURGOS,431401.45,4605051.95,205,SEGOVIA,TURÉGANO,51004.934258010864
AGUAS CÁNDIDAS,BURGOS,,BURGOS,458692.95,4729542.7,59,BURGOS,CARDEÑAJIMENO,43969.79136603771
ALFOZ DE BRICIA,BURGOS,,BURGOS,430851.62,4750726.28,68,BURGOS,CARDEÑAJIMENO,66564.14563361408
ARAUZO DE MIEL,BURGOS,,BURGOS,467817.13,4634291.75,274,BURGOS,CARDEÑAJIMENO,55673.05632799442
ARLANZÓN,BURGOS,,BURGOS,462206.53,4685440.5,424,BURGOS,CARDEÑAJIMENO,13320.74494660497
BARBADILLO DEL MERCADO,BURGOS,,BURGOS,470292.27,4654192.28,134,BURGOS,CARDEÑAJIMENO,38864.70538499563
BARRIO DE MUÑÓ,BURGOS,,BURGOS,416742.26,4669643.15,32,BURGOS,CARDEÑAJIMENO,36423.681146733354
BELBIMBRE,BURGOS,,BURGOS,416342.27,4668993.16,54,BURGOS,CARDEÑAJIMENO,37083.12323396866
BERLANGAS DE ROA,BURGOS,,BURGOS,427366.38,4615642.84,203,SEGOVIA,TURÉGANO,60236.168829567614
BERZOSA DE BUREBA,BURGOS,,BURGOS,478159.96,4719429.56,26,BURGOS,CARDEÑAJIMENO,43897.68565823203
BUGEDO,BURGOS,,BURGOS,498543.1,4721942.31,189,BURGOS,CARDEÑAJIMENO,60864.83469594281
BURGOS,BURGOS,,BURGOS,441992.38,4687892.74,175895,BURGOS,CARDEÑAJIMENO,7057.197780323255
CANTABRANA,BURGOS,,BURGOS,461718.04,4731342.69,23,BURGOS,CARDEÑAJIMENO,46465.852083801314
CARCEDO DE BUREBA,BURGOS,,BURGOS,459052.74,4713961.63,37,BURGOS,CARDEÑAJIMENO,29106.351755870633
CARDEÑADIJO,BURGOS,,BURGOS,445042.37,4683492.71,1430,BURGOS,CARDEÑAJIMENO,5028.9871750882985
CARDEÑAJIMENO,BURGOS,,BURGOS,448942.43,4686667.65,1169,BURGOS,CARDEÑAJIMENO,0.0
CASCAJARES DE BUREBA,BURGOS,,BURGOS,480543.08,4725067.57,27,BURGOS,CARDEÑAJIMENO,49730.82481146774
CASTRILLO DEL VAL,BURGOS,,BURGOS,451792.44,4684742.61,823,BURGOS,CARDEÑAJIMENO,3439.234798861543
CASTROJERIZ,BURGOS,,BURGOS,405742.04,4682593.16,778,PALENCIA,OSORNO LA MAYOR,22356.84982321066
CAVIA,BURGOS,,BURGOS,430392.25,4681492.86,248,BURGOS,CARDEÑAJIMENO,19258.443072494207
CEBRECOS,BURGOS,,BURGOS,450607.15,4648268.43,58,BURGOS,CARDEÑAJIMENO,38435.28833359848
CERRATÓN DE JUARROS,BURGOS,,BURGOS,469242.65,4696742.49,45,BURGOS,CARDEÑAJIMENO,22662.774169858338
CILLAPERLATA,BURGOS,,BURGOS,470793.27,4736542.65,30,BURGOS,CARDEÑAJIMENO,54451.58247200536
CIRUELOS DE CERVERA,BURGOS,,BURGOS,456133.09,4639581.09,99,BURGOS,CARDEÑAJIMENO,47632.44402578194
CORUÑA DEL CONDE,BURGOS,,BURGOS,467416.08,4623807.52,100,SORIA,TARDELCUENDE,64999.591963593564
CUBILLO DEL CAMPO,BURGOS,,BURGOS,449542.3,4668842.65,101,BURGOS,CARDEÑAJIMENO,17835.090945013428
FONTIOSO,BURGOS,,BURGOS,438773.11,4643759.69,54,BURGOS,CARDEÑAJIMENO,44096.57697173327
FRESNO DE RODILLA,BURGOS,,BURGOS,460217.59,4696392.56,49,BURGOS,CARDEÑAJIMENO,14889.698033663595
HAZA,BURGOS,,BURGOS,430805.44,4608034.9,34,SEGOVIA,TURÉGANO,53674.731741923315
HUÉRMECES,BURGOS,,BURGOS,436592.43,4708092.72,153,BURGOS,CARDEÑAJIMENO,24729.660824703456
IBRILLOS,BURGOS,,BURGOS,493142.75,4700192.18,29,BURGOS,CARDEÑAJIMENO,46223.16734953677
LA CUEVA DE ROA,BURGOS,,BURGOS,421583.28,4613164.07,89,SEGOVIA,TURÉGANO,56904.60748440082
LAS HORMAZAS,BURGOS,,BURGOS,423692.32,4708542.86,99,BURGOS,CARDEÑAJIMENO,33407.97610685504
LOS BALBASES,BURGOS,,BURGOS,412192.18,4674143.17,302,PALENCIA,OSORNO LA MAYOR,32733.007622406192
MADRIGALEJO DEL MONTE,BURGOS,,BURGOS,439992.2,4663942.84,176,BURGOS,CARDEÑAJIMENO,24423.832757964574
MERINDAD DE SOTOSCUEVA,BURGOS,,BURGOS,448933.24,4764142.83,412,BURGOS,CARDEÑAJIMENO,77475.18054505232
NEBREDA,BURGOS,,BURGOS,447406.13,4646520.48,55,BURGOS,CARDEÑAJIMENO,40176.55381810259
OLMEDILLO DE ROA,BURGOS,,BURGOS,422416.51,4626167.79,179,BURGOS,CARDEÑAJIMENO,66059.49963378499
PADRONES DE BUREBA,BURGOS,,BURGOS,456392.89,4728192.71,60,BURGOS,CARDEÑAJIMENO,42188.14954717932
PALAZUELOS DE LA SIERRA,BURGOS,,BURGOS,462067.44,4673542.48,93,BURGOS,CARDEÑAJIMENO,18561.680285712235
PAMPLIEGA,BURGOS,,BURGOS,418442.23,4673143.07,291,BURGOS,CARDEÑAJIMENO,33364.29924659595
PANCORBO,BURGOS,,BURGOS,490993.02,4720292.4,437,BURGOS,CARDEÑAJIMENO,53841.21034960676
PARTIDO DE LA SIERRA EN TOBALINA,BURGOS,,BURGOS,479143.2,4731242.6,81,BURGOS,CARDEÑAJIMENO,53842.48021864645
QUINTANILLA DEL AGUA Y TORDUELES,BURGOS,,BURGOS,445992.17,4653692.63,335,BURGOS,CARDEÑAJIMENO,33106.73614338979
QUINTANILLA VIVAR,BURGOS,,BURGOS,443648.43,4695755.69,885,BURGOS,CARDEÑAJIMENO,10517.552331298413
REDECILLA DEL CAMINO,BURGOS,,BURGOS,494642.73,4698442.14,93,BURGOS,CARDEÑAJIMENO,47192.75405027855
REVILLA VALLEJERA,BURGOS,,BURGOS,406292.15,4666693.32,115,PALENCIA,OSORNO LA MAYOR,34703.608345993096
REZMONDO,BURGOS,,BURGOS,398292.01,4707767.77,17,PALENCIA,OSORNO LA MAYOR,15514.388197418257
QUINTANILLA DEL COCO,BURGOS,,BURGOS,457272.17,4647542.26,50,BURGOS,CARDEÑAJIMENO,40002.25882521819
QUINTANILLA SAN GARCÍA,BURGOS,,BURGOS,484015.84,4710647.41,68,BURGOS,CARDEÑAJIMENO,42487.327271619375
REBOLLEDO DE LA TORRE,BURGOS,,BURGOS,399492.15,4727043.26,92,PALENCIA,OSORNO LA MAYOR,32945.087948167464
REINOSO,BURGOS,,BURGOS,468437.72,4706345.56,18,BURGOS,CARDEÑAJIMENO,27699.936356464223
RUBENA,BURGOS,,BURGOS,452725.51,4693059.6,217,BURGOS,CARDEÑAJIMENO,7427.564815529421
RUCANDIO,BURGOS,,BURGOS,455642.94,4733292.74,72,BURGOS,CARDEÑAJIMENO,47104.09591286289
SALAS DE BUREBA,BURGOS,,BURGOS,461192.96,4726742.68,129,BURGOS,CARDEÑAJIMENO,41905.65015343094
SALDAÑA DE BURGOS,BURGOS,,BURGOS,443642.33,4678592.74,201,BURGOS,CARDEÑAJIMENO,9658.94567321414
SALINILLAS DE BUREBA,BURGOS,,BURGOS,468106.77,4711239.6,48,BURGOS,CARDEÑAJIMENO,31161.71777097765
SAN ADRIÁN DE JUARROS,BURGOS,,BURGOS,460742.48,4680292.51,86,BURGOS,CARDEÑAJIMENO,13412.068819615686
SAN MARTÍN DE RUBIALES,BURGOS,,BURGOS,417291.33,4610573.27,139,SEGOVIA,TURÉGANO,54018.61816606515
SANTA GADEA DEL CID,BURGOS,,BURGOS,495234.24,4729183.43,161,BURGOS,CARDEÑAJIMENO,62853.18784345344
SANTA MARÍA DEL MERCADILLO,BURGOS,,BURGOS,453524.02,4634387.05,108,BURGOS,CARDEÑAJIMENO,52480.9689629313
SANTA OLALLA DE BUREBA,BURGOS,,BURGOS,463913.66,4702248.56,38,BURGOS,CARDEÑAJIMENO,21607.926419278992
SANTIBÁÑEZ DE ESGUEVA,BURGOS,,BURGOS,437016.84,4631667.52,77,BURGOS,CARDEÑAJIMENO,56278.184022453046
SANTIBÁÑEZ DEL VAL,BURGOS,,BURGOS,460142.18,4646922.2,70,BURGOS,CARDEÑAJIMENO,41293.28269543383
SANTO DOMINGO DE SILOS,BURGOS,,BURGOS,465392.19,4645742.1,247,BURGOS,CARDEÑAJIMENO,44107.76855453199
TORRELARA,BURGOS,,BURGOS,457342.36,4668342.53,32,BURGOS,CARDEÑAJIMENO,20158.592386853405
TRESPADERNE,BURGOS,,BURGOS,468043.28,4738867.66,713,BURGOS,CARDEÑAJIMENO,55584.921648974
TUBILLA DEL AGUA,BURGOS,,BURGOS,434292.47,4728802.92,128,BURGOS,CARDEÑAJIMENO,44609.44189265836
VALLE DE LOSA,BURGOS,,BURGOS,480058.82,4760038.56,496,BURGOS,CARDEÑAJIMENO,79696.42501931994
VALLE DE MENA,BURGOS,,BURGOS,477152.08,4771856.51,4140,BURGOS,CARDEÑAJIMENO,89738.09793628345
VALLE DE VALDEBEZANA,BURGOS,,BURGOS,435792.81,4757868.22,482,BURGOS,CARDEÑAJIMENO,72404.65229851747
VALLUÉRCANES,BURGOS,,BURGOS,489992.89,4713342.34,63,BURGOS,CARDEÑAJIMENO,48955.8919110629
VILLAFRUELA,BURGOS,,BURGOS,424325.07,4641137.86,143,BURGOS,CARDEÑAJIMENO,51758.82717772595
VILLAGALIJO,BURGOS,,BURGOS,484142.66,4688492.25,52,BURGOS,CARDEÑAJIMENO,35247.487246793884
VILLAGONZALO PEDERNALES,BURGOS,,BURGOS,439167.32,4683392.79,1882,BURGOS,CARDEÑAJIMENO,10309.097124952405
VILLALDEMIRO,BURGOS,,BURGOS,418667.2,4677593.02,91,BURGOS,CARDEÑAJIMENO,31605.987742670117
VILLALMANZO,BURGOS,,BURGOS,438442.18,4655342.83,410,BURGOS,CARDEÑAJIMENO,33037.85099086983
VILLAMBISTIA,BURGOS,,BURGOS,478492.69,4694767.36,43,BURGOS,CARDEÑAJIMENO,30640.221411597206
VILLAMEDIANILLA,BURGOS,,BURGOS,405367.13,4668293.33,9,PALENCIA,OSORNO LA MAYOR,32856.42187983643
VILLAMIEL DE LA SIERRA,BURGOS,,BURGOS,465392.43,4671292.45,43,BURGOS,CARDEÑAJIMENO,22516.64440008781
VILLANGÓMEZ,BURGOS,,BURGOS,436167.23,4670142.87,232,BURGOS,CARDEÑAJIMENO,20887.17522999242
VILLANUEVA DE GUMIEL,BURGOS,,BURGOS,447901.82,4620842.07,279,BURGOS,CARDEÑAJIMENO,65833.80477770147
VILLAQUIRÁN DE LA PUEBLA,BURGOS,,BURGOS,409317.1,4681778.13,46,PALENCIA,OSORNO LA MAYOR,25736.98268793181
VILLASANDINO,BURGOS,,BURGOS,408792.08,4691642.97,178,PALENCIA,OSORNO LA MAYOR,21296.854333410443
VILLATUELDA,BURGOS,,BURGOS,426791.68,4629702.71,53,BURGOS,CARDEÑAJIMENO,61120.04675035963
VILLORUEBO,BURGOS,,BURGOS,463792.4,4668442.46,63,BURGOS,CARDEÑAJIMENO,23509.12928070744
VILVIESTRE DEL PINAR,BURGOS,,BURGOS,492981.91,4644391.96,504,SORIA,TARDELCUENDE,53846.6152320994
ZAEL,BURGOS,,BURGOS,431942.25,4662292.97,115,BURGOS,CARDEÑAJIMENO,29717.522526866713
ZUÑEDA,BURGOS,,BURGOS,481506.93,4716975.5,57,BURGOS,CARDEÑAJIMENO,44486.0925669189
ARGANZA,LEÓN,COMARCA DE EL BIERZO,BIERZO,197964.55,4727507.86,805,BIERZO,SANCEDO,4929.5081301281125
BENUZA,LEÓN,COMARCA DE EL BIERZO,BIERZO,194863.31,4701041.59,442,BIERZO,SANCEDO,30001.55607475248
BERCIANOS DEL PÁRAMO,LEÓN,,LEÓN,277390.32,4695573.57,522,LEÓN,RIOSECO DE TAPIA,39441.99775510885
BERLANGA DEL BIERZO,LEÓN,COMARCA DE EL BIERZO,BIERZO,204923.66,4737184.95,322,BIERZO,SANCEDO,7570.129357230331
BOÑAR,LEÓN,,LEÓN,310341.23,4748544.3,1766,LEÓN,RIOSECO DE TAPIA,41138.09931683503
BRAZUELO,LEÓN,,LEÓN,240580.97,4709868.87,312,LEÓN,RIOSECO DE TAPIA,39699.42119057298
BURÓN,LEÓN,,LEÓN,333291.65,4765244.49,288,LEÓN,RIOSECO DE TAPIA,68849.76691442094
CAMPO DE VILLAVIDEL,LEÓN,,LEÓN,292140.49,4701593.63,205,LEÓN,RIOSECO DE TAPIA,38849.51853462456
CÁRMENES,LEÓN,,LEÓN,290141.15,4759544.7,333,LEÓN,RIOSECO DE TAPIA,31061.170350187847
CARRIZO,LEÓN,,LEÓN,267690.43,4718573.95,2222,LEÓN,RIOSECO DE TAPIA,16500.09740296427
CASTRILLO DE CABRERA,LEÓN,,LEÓN,208000.35,4693612.59,102,BIERZO,SANCEDO,37007.58727592116
CASTRILLO DE LA VALDUERNA,LEÓN,,LEÓN,241776.89,4690503.61,143,LEÓN,RIOSECO DE TAPIA,53252.45484434035
CASTROCONTRIGO,LEÓN,,LEÓN,236468.75,4674955.41,669,ZAMORA,FONFRÍA,60892.00751112288
CASTROPODAME,LEÓN,COMARCA DE EL BIERZO,BIERZO,215380.68,4719910.94,1574,BIERZO,SANCEDO,16749.75018939967
CEBANICO,LEÓN,,LEÓN,334291.51,4732294.02,143,LEÓN,RIOSECO DE TAPIA,62693.12155150841
CIMANES DE LA VEGA,LEÓN,,LEÓN,285190.44,4665993.22,435,ZAMORA,FONFRÍA,69829.79661246335
CORULLÓN,LEÓN,COMARCA DE EL BIERZO,BIERZO,186549.42,4721034.68,819,BIERZO,SANCEDO,18047.798558420025
CUBILLOS DEL SIL,LEÓN,COMARCA DE EL BIERZO,BIERZO,207648.64,4725293.94,1719,BIERZO,SANCEDO,7354.871067700477
EL BURGO RANERO,LEÓN,,LEÓN,317290.77,4699093.69,690,LEÓN,RIOSECO DE TAPIA,57829.286363576255
FRESNO DE LA VEGA,LEÓN,,LEÓN,291090.37,4691093.49,477,LEÓN,RIOSECO DE TAPIA,47650.89646166712
GORDALIZA DEL PINO,LEÓN,,LEÓN,322270.78,4690173.61,239,PALENCIA,OSORNO LA MAYOR,65985.40575462797
IZAGRE,LEÓN,,LEÓN,313690.69,4677113.44,137,VALLADOLID,FUENSALDAÑA,70408.1607040247
LA ANTIGUA,LEÓN,,LEÓN,277840.27,4673193.26,328,LEÓN,RIOSECO DE TAPIA,61713.16735551565
LA ROBLA,LEÓN,,LEÓN,285090.9,4742194.38,3605,LEÓN,RIOSECO DE TAPIA,15449.040426916254
LA VECILLA,LEÓN,,LEÓN,303391.16,4746819.33,378,LEÓN,RIOSECO DE TAPIA,34022.80309327247
LEÓN,LEÓN,,LEÓN,289400.72,4719493.88,122243,LEÓN,RIOSECO DE TAPIA,23311.851761216156
LLAMAS DE LA RIBERA,LEÓN,,LEÓN,268340.48,4724224.04,791,LEÓN,RIOSECO DE TAPIA,10882.629859115326
MAGAZ DE CEPEDA,LEÓN,,LEÓN,247731.09,4714264.94,349,LEÓN,RIOSECO DE TAPIA,31383.828643812732
MATADEÓN DE LOS OTEROS,LEÓN,,LEÓN,304810.47,4689993.49,221,LEÓN,RIOSECO DE TAPIA,55582.96757428951
MATALLANA DE TORÍO,LEÓN,,LEÓN,294141.11,4749044.49,1228,LEÓN,RIOSECO DE TAPIA,26741.035214211395
MATANZA,LEÓN,,LEÓN,303990.51,4679093.38,172,LEÓN,RIOSECO DE TAPIA,64240.649340823635
ONZONILLA,LEÓN,,LEÓN,288050.62,4711343.76,1942,LEÓN,RIOSECO DE TAPIA,28458.269652621744
OSEJA DE SAJAMBRE,LEÓN,,LEÓN,334211.74,4777894.67,226,LEÓN,RIOSECO DE TAPIA,76092.54671183739
PERANZANES,LEÓN,COMARCA DE EL BIERZO,BIERZO,203329.76,4753519.05,271,BIERZO,SANCEDO,23399.144607553164
POBLADURA DE PELAYO GARCÍA,LEÓN,,LEÓN,278640.26,4687243.44,354,LEÓN,RIOSECO DE TAPIA,47865.35859825667
REGUERAS DE ARRIBA,LEÓN,,LEÓN,264040.14,4686203.48,264,LEÓN,RIOSECO DE TAPIA,48983.99409780811
REYERO,LEÓN,,LEÓN,320691.41,4757344.44,128,LEÓN,RIOSECO DE TAPIA,54069.89935907222
RIELLO,LEÓN,,LEÓN,259090.38,4739819.32,582,LEÓN,RIOSECO DE TAPIA,13594.469006051606
RIOSECO DE TAPIA,LEÓN,,LEÓN,271640.6,4734594.23,399,LEÓN,RIOSECO DE TAPIA,0.0
SAN ADRIÁN DEL VALLE,LEÓN,,LEÓN,274540.29,4667813.25,84,ZAMORA,FONFRÍA,64704.42857258708
SAN EMILIANO,LEÓN,,LEÓN,255223.53,4762126.65,596,LEÓN,RIOSECO DE TAPIA,32055.48842930482
SAN JUSTO DE LA VEGA,LEÓN,,LEÓN,251990.1,4704433.79,1775,LEÓN,RIOSECO DE TAPIA,35997.14282055763
SANTA COLOMBA DE CURUEÑO,LEÓN,,LEÓN,302591.03,4736014.11,507,LEÓN,RIOSECO DE TAPIA,30982.98204497596
SANTA COLOMBA DE SOMOZA,LEÓN,,LEÓN,233317.85,4704016.8,494,BIERZO,SANCEDO,40693.34301276583
SANTA MARÍA DE LA ISLA,LEÓN,,LEÓN,258830.12,4693483.61,443,LEÓN,RIOSECO DE TAPIA,43060.32367057647
SANTA MARÍA DEL MONTE DE CEA,LEÓN,,LEÓN,326041.05,4706543.81,325,LEÓN,RIOSECO DE TAPIA,61206.49493623164
SANTA MARÍA DEL PÁRAMO,LEÓN,,LEÓN,273570.26,4692693.54,209,LEÓN,RIOSECO DE TAPIA,41945.09995448496
SARIEGOS,LEÓN,,LEÓN,284310.72,4725013.99,5444,LEÓN,RIOSECO DE TAPIA,15884.36146881593
SENA DE LUNA,LEÓN,,LEÓN,259010.56,4757244.61,390,LEÓN,RIOSECO DE TAPIA,25933.715980283167
TRABADELO,LEÓN,COMARCA DE EL BIERZO,BIERZO,181686.44,4729276.68,319,BIERZO,SANCEDO,20457.84787309019
TRUCHAS,LEÓN,,LEÓN,216702.51,4684462.58,392,BIERZO,SANCEDO,47957.37485869099
VALLE DE ANCARES,LEÓN,COMARCA DE EL BIERZO,BIERZO,195195.65,4747076.95,275,BIERZO,SANCEDO,18289.752242283146
VEGA DE INFANZONES,LEÓN,,LEÓN,291690.56,4706293.69,839,LEÓN,RIOSECO DE TAPIA,34683.15816492499
VEGACERVERA,LEÓN,,LEÓN,292991.13,4751094.55,258,LEÓN,RIOSECO DE TAPIA,26983.433647022764
VILLABRAZ,LEÓN,,LEÓN,298340.44,4680013.36,95,LEÓN,RIOSECO DE TAPIA,60761.44193468843
VILLADANGOS DEL PÁRAMO,LEÓN,,LEÓN,272740.45,4710853.8,1235,LEÓN,RIOSECO DE TAPIA,23765.893347556495
VILLAMANDOS,LEÓN,,LEÓN,285840.35,4672943.25,277,LEÓN,RIOSECO DE TAPIA,63265.1265313123
VILLAOBISPO DE OTERO,LEÓN,,LEÓN,248679.08,4709825.88,518,LEÓN,RIOSECO DE TAPIA,33774.28848151989
VILLAQUEJIDA,LEÓN,,LEÓN,285490.39,4669293.23,803,LEÓN,RIOSECO DE TAPIA,66753.55634004904
VILLATURIEL,LEÓN,,LEÓN,295840.63,4710343.75,1838,LEÓN,RIOSECO DE TAPIA,34259.7027458109
VILLAZALA,LEÓN,,LEÓN,264790.19,4693833.59,596,LEÓN,RIOSECO DE TAPIA,41332.28629507141
VILLAZANZO DE VALDERADUEY,LEÓN,,LEÓN,338641.27,4711043.75,368,PALENCIA,OSORNO LA MAYOR,51533.45745615171
AMAYUELAS DE ARRIBA,PALENCIA,,PALENCIA,377063.72,4674345.52,38,PALENCIA,OSORNO LA MAYOR,24407.111686555996
AUTILLO DE CAMPOS,PALENCIA,,PALENCIA,348541.38,4661197.58,130,VALLADOLID,FUENSALDAÑA,42661.848219321466
BELMONTE DE CAMPOS,PALENCIA,,PALENCIA,335025.21,4645205.37,30,VALLADOLID,FUENSALDAÑA,32025.827329482283
BERZOSILLA,PALENCIA,,PALENCIA,415189.25,4737091.4,47,PALENCIA,OSORNO LA MAYOR,49136.82751008793
BOADA DE CAMPOS,PALENCIA,,PALENCIA,344521.38,4650190.47,16,VALLADOLID,FUENSALDAÑA,32564.31885912701
BOADILLA DE RIOSECO,PALENCIA,,PALENCIA,337424.11,4671445.61,114,VALLADOLID,FUENSALDAÑA,54952.9948690065
BUSTILLO DE LA VEGA,PALENCIA,,PALENCIA,357042.55,4701940.63,269,PALENCIA,OSORNO LA MAYOR,31473.060749653807
CALZADA DE LOS MOLINOS,PALENCIA,,PALENCIA,364051.57,4687446.61,305,PALENCIA,OSORNO LA MAYOR,25472.93480020299
CARRIÓN DE LOS CONDES,PALENCIA,,PALENCIA,367831.65,4688854.56,1999,PALENCIA,OSORNO LA MAYOR,21439.273837574445
CASTIL DE VELA,PALENCIA,,PALENCIA,337591.26,4649726.43,55,VALLADOLID,FUENSALDAÑA,34622.63587171393
CASTRILLO DE ONIELO,PALENCIA,,PALENCIA,391915.96,4634802.17,91,VALLADOLID,FUENSALDAÑA,41971.98962745639
CASTRILLO DE VILLAVEGA,PALENCIA,,PALENCIA,378305.83,4701279.19,168,PALENCIA,OSORNO LA MAYOR,10941.074980723057
CEVICO DE LA TORRE,PALENCIA,,PALENCIA,382932.06,4634352.21,475,VALLADOLID,FUENSALDAÑA,33631.722782880235
CISNEROS,PALENCIA,,PALENCIA,346743.19,4675932.65,430,PALENCIA,OSORNO LA MAYOR,45939.264942619426
CORDOVILLA LA REAL,PALENCIA,,PALENCIA,395881.01,4659515.39,129,PALENCIA,OSORNO LA MAYOR,37499.76634125901
CUBILLAS DE CERRATO,PALENCIA,,PALENCIA,378103.03,4628533.21,64,VALLADOLID,FUENSALDAÑA,26817.123004353118
DUEÑAS,PALENCIA,,PALENCIA,371776.11,4637377.32,2587,VALLADOLID,FUENSALDAÑA,26339.513838287112
ESPINOSA DE CERRATO,PALENCIA,,PALENCIA,421152.23,4646689.01,124,BURGOS,CARDEÑAJIMENO,48688.672936214316
FRÓMISTA,PALENCIA,,PALENCIA,384329.76,4680456.43,748,PALENCIA,OSORNO LA MAYOR,16136.463383979404
