Municipio,Provincia,Comarca,cluster,CoordenadaX,CoordenadaY,Población,area_servicio,helipuerto_municipio,distancia_helipuerto
ANDAVÍAS,ZAMORA,,ZAMORA,261960.21,4608993.32,420,ZAMORA,MANGANESES DE LA LAMPREANA,21048.277574198215
AYOÓ DE VIDRIALES,ZAMORA,,ZAMORA,246610.85,4668767.29,274,LEÓN,VALDEVIMBRE,48862.20431218084
BRIME DE URZ,ZAMORA,,ZAMORA,262220.11,4657933.27,99,ZAMORA,MANGANESES DE LA LAMPREANA,34456.2614933478
CAÑIZAL,ZAMORA,,ZAMORA,301240.66,4560073.46,421,SALAMANCA,MATILLA DE LOS CAÑOS DEL RÍO,61478.04035279585
EL CUBO DE TIERRA DEL VINO,ZAMORA,,ZAMORA,272990.53,4570618.35,298,SALAMANCA,MATILLA DE LOS CAÑOS DEL RÍO,51642.97457883856
FONFRÍA,ZAMORA,,ZAMORA,238468.86,4614096.26,763,ZAMORA,MANGANESES DE LA LAMPREANA,38015.824345440815
GALENDE,ZAMORA,,ZAMORA,197143.28,4668036.38,1024,BIERZO,CABAÑAS RARAS,57171.257634759095
HERMISENDE,ZAMORA,,ZAMORA,177405.21,4653773.19,216,BIERZO,CABAÑAS RARAS,75295.5335871453
JUSTEL,ZAMORA,,ZAMORA,227623.64,4671517.41,78,BIERZO,CABAÑAS RARAS,59426.586429008974
MANZANAL DE LOS INFANTES,ZAMORA,,ZAMORA,220042.63,4661411.35,135,ZAMORA,MANGANESES DE LA LAMPREANA,65188.59598780421
MORERUELA DE LOS INFANZONES,ZAMORA,,ZAMORA,274610.38,4612423.39,324,ZAMORA,MANGANESES DE LA LAMPREANA,13370.053679791752
MUELAS DEL PAN,ZAMORA,,ZAMORA,252340.17,4600993.27,616,ZAMORA,MANGANESES DE LA LAMPREANA,33351.8628575381
PEDRALBA DE LA PRADERÍA,ZAMORA,,ZAMORA,194230.29,4659062.3,195,BIERZO,CABAÑAS RARAS,66387.04348817252
PORTO,ZAMORA,,ZAMORA,177925.19,4675786.35,156,BIERZO,CABAÑAS RARAS,54700.68336659995
POZOANTIGUO,ZAMORA,,ZAMORA,297090.61,4607718.34,190,ZAMORA,MANGANESES DE LA LAMPREANA,28822.222911380544
ROBLEDA-CERVANTES,ZAMORA,,ZAMORA,202744.37,4665310.38,400,BIERZO,CABAÑAS RARAS,59718.603910457416
ROELOS DE SAYAGO,ZAMORA,,ZAMORA,234243.07,4571580.07,138,SALAMANCA,MATILLA DE LOS CAÑOS DEL RÍO,51172.35774460493
SAN MIGUEL DE LA RIBERA,ZAMORA,,ZAMORA,284440.61,4578893.33,252,ZAMORA,MANGANESES DE LA LAMPREANA,47913.06519160308
VADILLO DE LA GUAREÑA,ZAMORA,,ZAMORA,302990.67,4572843.34,243,VALLADOLID,CIGUÑUELA,57323.083187052136
VILLANUEVA DEL CAMPO,ZAMORA,,ZAMORA,300820.89,4650893.27,761,ZAMORA,MANGANESES DE LA LAMPREANA,36268.74070421483
VILLAVEZA DE VALVERDE,ZAMORA,,ZAMORA,263890.15,4647593.28,72,ZAMORA,MANGANESES DE LA LAMPREANA,24306.418742268568
ALMEIDA DE SAYAGO,ZAMORA,,ZAMORA,242372.16,4572872.17,422,SALAMANCA,MATILLA DE LOS CAÑOS DEL RÍO,50248.722404726796
ARCENILLAS,ZAMORA,,ZAMORA,275610.47,4592953.33,448,ZAMORA,MANGANESES DE LA LAMPREANA,32854.40472163215
BARCIAL DEL BARCO,ZAMORA,,ZAMORA,279140.5,4645843.29,253,ZAMORA,MANGANESES DE LA LAMPREANA,20548.69042120435
CASASECA DE LAS CHANAS,ZAMORA,,ZAMORA,276390.49,4590913.33,373,ZAMORA,MANGANESES DE LA LAMPREANA,34923.95783436358
CERNADILLA,ZAMORA,,ZAMORA,217111.66,4657806.33,110,ZAMORA,MANGANESES DE LA LAMPREANA,65836.02222445776
COTANES DEL MONTE,ZAMORA,,ZAMORA,309790.99,4632093.46,82,ZAMORA,MANGANESES DE LA LAMPREANA,35710.717023920086
EL MADERAL,ZAMORA,,ZAMORA,280290.62,4573468.33,169,ZAMORA,MANGANESES DE LA LAMPREANA,52629.260835198016
EL PIÑERO,ZAMORA,,ZAMORA,283430.6,4581253.32,215,ZAMORA,MANGANESES DE LA LAMPREANA,45399.20053318325
FERRERAS DE ARRIBA,ZAMORA,,ZAMORA,235128.77,4643476.27,358,ZAMORA,MANGANESES DE LA LAMPREANA,43288.00818707163
FUENTE ENCALADA,ZAMORA,,ZAMORA,252439.93,4666443.28,89,LEÓN,VALDEVIMBRE,46147.774706540185
FUENTESAÚCO,ZAMORA,,ZAMORA,290840.62,4567443.39,1606,SALAMANCA,MATILLA DE LOS CAÑOS DEL RÍO,58759.8228224394
LUELMO,ZAMORA,,ZAMORA,238107.06,4592316.2,149,ZAMORA,MANGANESES DE LA LAMPREANA,49552.07150334887
MAIRE DE CASTROPONCE,ZAMORA,,ZAMORA,269765.22,4665943.26,140,LEÓN,VALDEVIMBRE,36802.83397611824
MORALES DE VALVERDE,ZAMORA,,ZAMORA,260610.08,4647173.28,150,ZAMORA,MANGANESES DE LA LAMPREANA,25572.41560574608
PERERUELA,ZAMORA,,ZAMORA,259490.33,4588893.29,496,ZAMORA,MANGANESES DE LA LAMPREANA,39889.13604000479
PRADO,ZAMORA,,ZAMORA,299340.9,4643818.32,53,ZAMORA,MANGANESES DE LA LAMPREANA,30577.975321597176
PUEBLA DE SANABRIA,ZAMORA,,ZAMORA,199246.35,4662271.35,1366,BIERZO,CABAÑAS RARAS,62799.87951989902
QUIRUELAS DE VIDRIALES,ZAMORA,,ZAMORA,265790.19,4655543.26,635,ZAMORA,MANGANESES DE LA LAMPREANA,31038.357157917977
REVELLINOS,ZAMORA,,ZAMORA,286870.66,4640818.33,229,ZAMORA,MANGANESES DE LA LAMPREANA,19373.376713399673
RIOFRÍO DE ALISTE,ZAMORA,,ZAMORA,236038.79,4634418.27,599,ZAMORA,MANGANESES DE LA LAMPREANA,39553.40355240735
TRABAZOS,ZAMORA,,ZAMORA,209622.71,4627641.18,838,ZAMORA,MANGANESES DE LA LAMPREANA,65043.93105090821
VEGALATRAVE,ZAMORA,,ZAMORA,241369.85,4621182.28,79,ZAMORA,MANGANESES DE LA LAMPREANA,33588.559834689244
VENIALBO,ZAMORA,,ZAMORA,287710.59,4585093.31,431,ZAMORA,MANGANESES DE LA LAMPREANA,42747.260357244486
VILLANUEVA DE LAS PERAS,ZAMORA,,ZAMORA,252949.94,4647013.29,89,ZAMORA,MANGANESES DE LA LAMPREANA,30344.009761679416
VILLASECO DEL PAN,ZAMORA,,ZAMORA,252440.23,4594993.27,207,ZAMORA,MANGANESES DE LA LAMPREANA,37967.034754445034
MOZONCILLO,SEGOVIA,,SEGOVIA,400460.07,4555869.92,907,SEGOVIA,AGUILAFUENTE,10839.846451209762
MUÑOPEDRO,SEGOVIA,,SEGOVIA,375987.83,4527369.93,309,ÁVILA,MUÑOGALINDO,48062.90214134157
MUÑOVEROS,SEGOVIA,,SEGOVIA,420161.09,4558378.85,145,SEGOVIA,AGUILAFUENTE,14757.484780263498
NAVA DE LA ASUNCIÓN,SEGOVIA,,SEGOVIA,375070.96,4557214.14,2787,SEGOVIA,AGUILAFUENTE,32596.472411015668
NAVAFRÍA,SEGOVIA,,SEGOVIA,430712.1,4545421.7,279,SEGOVIA,AGUILAFUENTE,30684.388358970125
NAVAS DE ORO,SEGOVIA,,SEGOVIA,379470.93,4561518.14,1274,SEGOVIA,AGUILAFUENTE,27514.908267181316
NAVAS DE RIOFRÍO,SEGOVIA,,SEGOVIA,404330.91,4524746.8,439,SEGOVIA,AGUILAFUENTE,39987.868819833755
NAVAS DE SAN ANTONIO,SEGOVIA,,SEGOVIA,387790.79,4513139.9,366,ÁVILA,MUÑOGALINDO,51419.02557527619
NIEVA,SEGOVIA,,SEGOVIA,380171.0,4548637.08,256,SEGOVIA,AGUILAFUENTE,31082.11880226481
PELAYOS DEL ARROYO,SEGOVIA,,SEGOVIA,421033.06,4544859.71,48,SEGOVIA,AGUILAFUENTE,24379.874523877494
PEROSILLO,SEGOVIA,,SEGOVIA,404541.11,4582994.32,20,SEGOVIA,AGUILAFUENTE,18475.691531550387
PRÁDENA,SEGOVIA,,SEGOVIA,442221.22,4554406.75,468,SEGOVIA,AGUILAFUENTE,36868.93877170869
REAL SITIO DE SAN ILDEFONSO,SEGOVIA,,SEGOVIA,415366.96,4527878.73,5205,SEGOVIA,AGUILAFUENTE,37762.44549929446
REBOLLO,SEGOVIA,,SEGOVIA,428151.14,4560464.89,74,SEGOVIA,AGUILAFUENTE,21752.995660635028
REMONDO,SEGOVIA,,SEGOVIA,375891.82,4577752.16,316,SEGOVIA,AGUILAFUENTE,33573.05461091225
SAN CRISTÓBAL DE CUÉLLAR,SEGOVIA,,SEGOVIA,382623.83,4584875.2,154,SEGOVIA,AGUILAFUENTE,31520.116791296896
SAN CRISTÓBAL DE LA VEGA,SEGOVIA,,SEGOVIA,361727.04,4552604.16,83,SEGOVIA,AGUILAFUENTE,46662.79533153261
SAN CRISTÓBAL DE SEGOVIA,SEGOVIA,,SEGOVIA,409457.98,4533992.75,3153,SEGOVIA,AGUILAFUENTE,30779.691548032344
SAN MIGUEL DE BERNUY,SEGOVIA,,SEGOVIA,420361.24,4583496.33,134,SEGOVIA,AGUILAFUENTE,23208.293224086832
SANCHONUÑO,SEGOVIA,,SEGOVIA,390707.91,4575377.18,1027,SEGOVIA,AGUILAFUENTE,19340.443519531524
SANTA MARÍA LA REAL DE NIEVA,SEGOVIA,,SEGOVIA,381837.0,4547522.06,885,SEGOVIA,AGUILAFUENTE,30283.593772452445
SANTA MARTA DEL CERRO,SEGOVIA,,SEGOVIA,442553.32,4563168.89,49,SEGOVIA,AGUILAFUENTE,35778.221819123486
SAUQUILLO DE CABEZAS,SEGOVIA,,SEGOVIA,410391.1,4560970.92,137,SEGOVIA,AGUILAFUENTE,5142.636501338802
SOTILLO,SEGOVIA,,SEGOVIA,446472.42,4567502.87,30,SEGOVIA,AGUILAFUENTE,39768.2069567739
TOLOCIRIO,SEGOVIA,,SEGOVIA,361382.03,4554917.17,36,SEGOVIA,AGUILAFUENTE,46456.75095868523
TORRECILLA DEL PINAR,SEGOVIA,,SEGOVIA,413164.15,4580871.32,179,SEGOVIA,AGUILAFUENTE,17415.4204511807
TRESCASAS,SEGOVIA,,SEGOVIA,412835.0,4535298.73,1105,SEGOVIA,AGUILAFUENTE,29971.883206725386
VALDEPRADOS,SEGOVIA,,SEGOVIA,394021.84,4519304.86,60,SEGOVIA,AGUILAFUENTE,47120.5231777459
VALLELADO,SEGOVIA,,SEGOVIA,380758.84,4584835.2,728,SEGOVIA,AGUILAFUENTE,32948.13434614616
VALLERUELA DE SEPÚLVEDA,SEGOVIA,,SEGOVIA,435176.22,4560176.88,52,SEGOVIA,AGUILAFUENTE,28721.839349987717
VEGANZONES,SEGOVIA,,SEGOVIA,416698.1,4560620.9,197,SEGOVIA,AGUILAFUENTE,10684.089089299976
VEGAS DE MATUTE,SEGOVIA,,SEGOVIA,392133.83,4517007.87,339,SEGOVIA,AGUILAFUENTE,49857.892484212665
VILLACASTÍN,SEGOVIA,,SEGOVIA,380846.77,4515467.91,1525,ÁVILA,MUÑOGALINDO,45816.4774760457
VILLAVERDE DE ÍSCAR,SEGOVIA,,SEGOVIA,372198.87,4574099.15,593,SEGOVIA,AGUILAFUENTE,35871.93708762466
ADRADAS,SORIA,,SORIA,544020.34,4577863.54,58,SORIA,LOS RÁBANOS,40654.17619643626
ALCONABA,SORIA,,SORIA,551094.6,4619331.52,199,SORIA,LOS RÁBANOS,7534.350732909793
ALCUBILLA DE LAS PEÑAS,SORIA,,SORIA,539593.26,4566834.58,59,SORIA,LOS RÁBANOS,51836.447817246095
ALMAZÁN,SORIA,,SORIA,538992.45,4592925.64,5476,SORIA,LOS RÁBANOS,26002.251818921577
ALMAZUL,SORIA,,SORIA,571177.59,4602823.35,60,SORIA,LOS RÁBANOS,31725.673824183817
AUSEJO DE LA SIERRA,SORIA,,SORIA,551873.75,4638440.56,115,SORIA,LOS RÁBANOS,21572.75904368722
BUBEROS,SORIA,,SORIA,567105.63,4610802.37,28,SORIA,LOS RÁBANOS,24734.47096489621
CABREJAS DEL PINAR,SORIA,,SORIA,512403.48,4626996.82,299,SORIA,LOS RÁBANOS,32333.243813130044
CAÑAMAQUE,SORIA,,SORIA,563577.48,4588361.38,27,SORIA,LOS RÁBANOS,36168.963408570264
CARRASCOSA DE ABAJO,SORIA,,SORIA,492456.6,4585798.56,18,SORIA,LOS RÁBANOS,60716.70169057707
CASAREJOS,SORIA,,SORIA,497337.78,4627317.61,146,SORIA,LOS RÁBANOS,47096.60802699926
CIGUDOSA,SORIA,,SORIA,578266.84,4643148.29,15,SORIA,LOS RÁBANOS,42523.447227246324
DEZA,SORIA,,SORIA,581663.5,4590661.27,165,SORIA,LOS RÁBANOS,47162.973364558056
ESPEJÓN,SORIA,,SORIA,478481.17,4631034.59,128,BURGOS,REVILLARRUZ,55166.87181015186
FRESNO DE CARACENA,SORIA,,SORIA,492266.6,4588978.56,19,SORIA,LOS RÁBANOS,59228.55964973759
GARRAY,SORIA,,SORIA,545977.64,4629422.57,785,SORIA,LOS RÁBANOS,11162.15576879348
MAJÁN,SORIA,,SORIA,558155.48,4591035.45,9,SORIA,LOS RÁBANOS,31094.812545921217
MOLINOS DE DUERO,SORIA,,SORIA,517608.6,4637083.86,158,SORIA,LOS RÁBANOS,31946.37048421185
MURIEL VIEJO,SORIA,,SORIA,507031.52,4625667.76,75,SORIA,LOS RÁBANOS,37265.81262431428
PINILLA DEL CAMPO,SORIA,,SORIA,576117.67,4618736.29,18,SORIA,LOS RÁBANOS,32513.859050597166
QUIÑONERÍA,SORIA,,SORIA,580233.59,4602317.3,10,SORIA,LOS RÁBANOS,40050.84815163088
ROLLAMIENTA,SORIA,,SORIA,538851.81,4641709.69,44,SORIA,LOS RÁBANOS,23676.040787524547
SANTA CRUZ DE YANGUAS,SORIA,,SORIA,545707.06,4656907.68,56,SORIA,LOS RÁBANOS,38449.6174339627
SERÓN DE NÁGIMA,SORIA,,SORIA,566667.52,4594149.37,122,SORIA,LOS RÁBANOS,33550.15351753231
SOLIEDRA,SORIA,,SORIA,551651.46,4591015.53,33,SORIA,LOS RÁBANOS,28653.2005125706
TEJADO,SORIA,,SORIA,561112.58,4604330.43,96,SORIA,LOS RÁBANOS,22533.298217216245
VADILLO,SORIA,,SORIA,499287.7,4626667.64,83,SORIA,LOS RÁBANOS,45060.40389812436
VALDEPRADO,SORIA,,SORIA,573898.87,4643288.33,8,SORIA,LOS RÁBANOS,39133.53888269891
VELILLA DE LOS AJOS,SORIA,,SORIA,562255.51,4593504.41,15,SORIA,LOS RÁBANOS,31199.63238397022
VILLAR DEL RÍO,SORIA,,SORIA,553703.1,4658400.62,156,SORIA,LOS RÁBANOS,41143.60373414705
AGUASAL,VALLADOLID,,VALLADOLID,361594.97,4570550.16,19,VALLADOLID,CIGUÑUELA,44017.20708795222
ALDEAMAYOR DE SAN MARTÍN,VALLADOLID,,VALLADOLID,363171.32,4596866.18,6163,VALLADOLID,CIGUÑUELA,23032.602761694197
BOCIGAS,VALLADOLID,,VALLADOLID,359119.0,4565574.19,75,SEGOVIA,AGUILAFUENTE,47695.90054553953
BOLAÑOS DE CAMPOS,VALLADOLID,,VALLADOLID,310748.99,4653021.32,254,ZAMORA,MANGANESES DE LA LAMPREANA,45223.77778257923
BUSTILLO DE CHAVES,VALLADOLID,,VALLADOLID,327233.03,4666639.51,65,PALENCIA,CARRIÓN DE LOS CONDES,46279.113997643595
CASTRODEZA,VALLADOLID,,VALLADOLID,336895.11,4612548.34,142,VALLADOLID,CIGUÑUELA,8527.717008912789
CASTRONUEVO DE ESGUEVA,VALLADOLID,,VALLADOLID,367854.71,4615636.22,393,VALLADOLID,CIGUÑUELA,22885.480311955438
CASTROPONCE,VALLADOLID,,VALLADOLID,319632.93,4666124.43,128,LEÓN,VALDEVIMBRE,48635.40452701229
CIGUÑUELA,VALLADOLID,,VALLADOLID,345353.26,4611461.3,358,VALLADOLID,CIGUÑUELA,0.0
CISTÉRNIGA,VALLADOLID,,VALLADOLID,359547.49,4608102.27,9281,VALLADOLID,CIGUÑUELA,14586.2691540298
CURIEL DE DUERO,VALLADOLID,,VALLADOLID,408455.43,4610384.38,119,SEGOVIA,AGUILAFUENTE,45756.12562139598
FUENTE-OLMEDO,VALLADOLID,,VALLADOLID,361978.98,4567233.17,42,SEGOVIA,AGUILAFUENTE,44901.02715447385
GALLEGOS DE HORNIJA,VALLADOLID,,VALLADOLID,325201.95,4608551.39,109,VALLADOLID,CIGUÑUELA,20360.32590417454
GERIA,VALLADOLID,,VALLADOLID,343639.19,4604744.27,488,VALLADOLID,CIGUÑUELA,6932.281585870811
LA MUDARRA,VALLADOLID,,VALLADOLID,338435.18,4627099.34,169,VALLADOLID,CIGUÑUELA,17099.945202485338
LA UNIÓN DE CAMPOS,VALLADOLID,,VALLADOLID,307682.86,4660824.28,202,LEÓN,VALDEVIMBRE,45288.3665452894
MELGAR DE ARRIBA,VALLADOLID,,VALLADOLID,327478.85,4681929.59,162,PALENCIA,CARRIÓN DE LOS CONDES,40942.68771515739
MORALES DE CAMPOS,VALLADOLID,,VALLADOLID,319516.05,4636516.4,130,VALLADOLID,CIGUÑUELA,35990.546767090505
MURIEL,VALLADOLID,,VALLADOLID,345325.06,4553946.24,111,VALLADOLID,CIGUÑUELA,57515.06691331892
PALAZUELO DE VEDIJA,VALLADOLID,,VALLADOLID,322138.09,4644017.37,164,VALLADOLID,CIGUÑUELA,39985.52002880316
PEÑAFIEL,VALLADOLID,,VALLADOLID,406769.4,4605576.45,5188,SEGOVIA,AGUILAFUENTE,40918.476458216246
PIÑEL DE ARRIBA,VALLADOLID,,VALLADOLID,406138.54,4617021.26,88,SEGOVIA,AGUILAFUENTE,52367.5250651246
POZUELO DE LA ORDEN,VALLADOLID,,VALLADOLID,312370.0,4632582.45,50,ZAMORA,MANGANESES DE LA LAMPREANA,38335.551839952685
QUINTANILLA DE ARRIBA,VALLADOLID,,VALLADOLID,398643.53,4608306.33,155,SEGOVIA,AGUILAFUENTE,44405.01248463383
RÁBANO,VALLADOLID,,VALLADOLID,411346.3,4598329.52,176,SEGOVIA,AGUILAFUENTE,33976.24682893705
RUBÍ DE BRACAMONTE,VALLADOLID,,VALLADOLID,338673.03,4564349.24,214,VALLADOLID,CIGUÑUELA,47583.31293947975
SAN PABLO DE LA MORALEJA,VALLADOLID,,VALLADOLID,351179.06,4558059.21,107,VALLADOLID,CIGUÑUELA,53718.92740932272
SAN SALVADOR,VALLADOLID,,VALLADOLID,325985.97,4609800.4,23,VALLADOLID,CIGUÑUELA,19438.377266482395
SAN VICENTE DEL PALACIO,VALLADOLID,,VALLADOLID,344749.06,4564686.21,160,VALLADOLID,CIGUÑUELA,46778.99210273866
SARDÓN DE DUERO,VALLADOLID,,VALLADOLID,380533.62,4607388.2,607,VALLADOLID,CIGUÑUELA,35415.362109395355
TORRE DE PEÑAFIEL,VALLADOLID,,VALLADOLID,409172.3,4598889.5,57,SEGOVIA,AGUILAFUENTE,34313.19249676551
TORRESCÁRCELA,VALLADOLID,,VALLADOLID,389806.17,4593421.27,164,SEGOVIA,AGUILAFUENTE,33411.43361730025
VELASCÁLVARO,VALLADOLID,,VALLADOLID,334755.97,4566238.24,163,VALLADOLID,CIGUÑUELA,46448.11848834852
VILLABÁÑEZ,VALLADOLID,,VALLADOLID,373183.64,4609788.2,507,VALLADOLID,CIGUÑUELA,27880.626150687487
VILLAFRADES DE CAMPOS,VALLADOLID,,VALLADOLID,336940.24,4660375.54,61,PALENCIA,CARRIÓN DE LOS CONDES,42015.87547521147
VILLÁN DE TORDESILLAS,VALLADOLID,,VALLADOLID,339803.13,4606398.29,122,VALLADOLID,CIGUÑUELA,7512.523762158612
VILORIA,VALLADOLID,,VALLADOLID,384528.98,4589136.22,331,SEGOVIA,AGUILAFUENTE,33097.640692763525
ALDEALAFUENTE,SORIA,,SORIA,556156.6,4613569.47,83,SORIA,LOS RÁBANOS,13491.397674666592
ALDEALICES,SORIA,,SORIA,557252.78,4638884.51,20,SORIA,LOS RÁBANOS,24518.703292278657
ALDEALSEÑOR,SORIA,,SORIA,556799.74,4636568.51,28,SORIA,LOS RÁBANOS,22361.142541444424
ALENTISQUE,SORIA,,SORIA,555824.42,4585659.46,24,SORIA,LOS RÁBANOS,35054.960519111875
ALIUD,SORIA,,SORIA,562249.61,4611663.41,21,SORIA,LOS RÁBANOS,19864.2961177811
ARENILLAS,SORIA,,SORIA,512867.42,4577288.57,42,SORIA,LOS RÁBANOS,51424.108679295234
BARAONA,SORIA,,SORIA,528655.38,4571595.63,122,SORIA,LOS RÁBANOS,49243.88925617064
CALTOJAR,SORIA,,SORIA,519713.41,4583491.65,51,SORIA,LOS RÁBANOS,42396.50246713834
CARABANTES,SORIA,,SORIA,583560.57,4600578.28,22,SORIA,LOS RÁBANOS,43797.600678075694
CIDONES,SORIA,,SORIA,529872.59,4629298.74,314,SORIA,LOS RÁBANOS,17459.76299963463
CIRUJALES DEL RÍO,SORIA,,SORIA,555947.73,4635220.51,20,SORIA,LOS RÁBANOS,20770.368264797224
DURUELO DE LA SIERRA,SORIA,,SORIA,505698.71,4644877.99,1026,SORIA,LOS RÁBANOS,46171.7402529136
ESTEPA DE SAN JUAN,SORIA,,SORIA,555174.81,4641899.55,13,SORIA,LOS RÁBANOS,26089.84994866966
FUENTECANTOS,SORIA,,SORIA,547418.69,4633135.57,65,SORIA,LOS RÁBANOS,15109.315102191502
GORMAZ,SORIA,,SORIA,499346.49,4593575.55,26,SORIA,LOS RÁBANOS,50801.40111578132
LA LOSILLA,SORIA,,SORIA,559957.75,4635924.48,13,SORIA,LOS RÁBANOS,23885.063830942945
LICERAS,SORIA,,SORIA,479623.98,4580997.82,49,SORIA,LOS RÁBANOS,74169.38507840871
MATALEBRERAS,SORIA,,SORIA,579142.75,4632714.29,81,SORIA,LOS RÁBANOS,38269.64894228978
MIÑO DE SAN ESTEBAN,SORIA,,SORIA,471138.14,4598309.73,40,SEGOVIA,AGUILAFUENTE,72602.00393645633
MURIEL DE LA FUENTE,SORIA,,SORIA,511690.45,4619221.81,55,SORIA,LOS RÁBANOS,31921.92293362827
NOVIERCAS,SORIA,,SORIA,580117.66,4618253.28,172,SORIA,LOS RÁBANOS,36514.04220496682
PORTILLO DE SORIA,SORIA,,SORIA,573371.63,4609674.33,12,SORIA,LOS RÁBANOS,31052.31609352985
QUINTANAS DE GORMAZ,SORIA,,SORIA,502018.46,4595166.58,127,SORIA,LOS RÁBANOS,47692.5568741087
RELLO,SORIA,,SORIA,521004.42,4575722.62,20,SORIA,LOS RÁBANOS,48394.26215410749
SUELLACABRAS,SORIA,,SORIA,564477.75,4633686.42,33,SORIA,LOS RÁBANOS,25803.955969288894
TORLENGUA,SORIA,,SORIA,569835.5,4589646.34,45,SORIA,LOS RÁBANOS,39006.356005734466
UCERO,SORIA,,SORIA,495753.81,4618382.51,91,SORIA,LOS RÁBANOS,47850.93505720558
VALDEAVELLANO DE TERA,SORIA,,SORIA,535317.83,4643134.73,218,SORIA,LOS RÁBANOS,25976.37288831008
VALDELAGUA DEL CERRO,SORIA,,SORIA,573391.81,4637762.33,13,SORIA,LOS RÁBANOS,35464.30970976467
VELILLA DE LA SIERRA,SORIA,,SORIA,549555.64,4628825.54,27,SORIA,LOS RÁBANOS,11904.218671080574
VIANA DE DUERO,SORIA,,SORIA,544950.51,4598180.59,49,SORIA,LOS RÁBANOS,20379.494753366675
VILLAR DEL CAMPO,SORIA,,SORIA,570671.71,4626534.35,30,SORIA,LOS RÁBANOS,28229.96849201379
ALCAZARÉN,VALLADOLID,,VALLADOLID,360080.09,4581303.05,614,VALLADOLID,CIGUÑUELA,33561.87665955824
AMUSQUILLO,VALLADOLID,,VALLADOLID,391703.82,4622682.16,99,VALLADOLID,CIGUÑUELA,47689.43396029363
BERCERO,VALLADOLID,,VALLADOLID,328557.96,4603359.31,177,VALLADOLID,CIGUÑUELA,18647.368287511865
BRAHOJOS DE MEDINA,VALLADOLID,,VALLADOLID,328868.86,4565516.28,101,VALLADOLID,CIGUÑUELA,48812.70640069407
CABREROS DEL MONTE,VALLADOLID,,VALLADOLID,311716.02,4635351.43,56,ZAMORA,MANGANESES DE LA LAMPREANA,38287.8320908522
CASTRONUÑO,VALLADOLID,,VALLADOLID,310841.6,4584576.18,767,VALLADOLID,CIGUÑUELA,43747.73540847581
CERVILLEGO DE LA CRUZ,VALLADOLID,,VALLADOLID,336496.0,4561323.26,91,VALLADOLID,CIGUÑUELA,50914.38018624212
COGECES DEL MONTE,VALLADOLID,,VALLADOLID,390260.27,4596343.28,644,SEGOVIA,AGUILAFUENTE,35745.23874270531
CUENCA DE CAMPOS,VALLADOLID,,VALLADOLID,329884.17,4658202.48,192,PALENCIA,CARRIÓN DE LOS CONDES,48780.7466801888
ENCINAS DE ESGUEVA,VALLADOLID,,VALLADOLID,408186.6,4623332.13,218,SEGOVIA,AGUILAFUENTE,58690.378129549994
FOMBELLIDA,VALLADOLID,,VALLADOLID,401565.72,4624247.17,175,VALLADOLID,CIGUÑUELA,57648.23614741824
FONTIHOYUELO,VALLADOLID,,VALLADOLID,329969.03,4669607.56,31,PALENCIA,CARRIÓN DE LOS CONDES,42473.81548983326
FUENTE EL SOL,VALLADOLID,,VALLADOLID,337626.03,4560041.26,153,VALLADOLID,CIGUÑUELA,51997.40952273011
HERRÍN DE CAMPOS,VALLADOLID,,VALLADOLID,338530.2,4665349.58,112,PALENCIA,CARRIÓN DE LOS CONDES,37564.0660326179
LA PARRILLA,VALLADOLID,,VALLADOLID,371942.35,4599480.18,480,VALLADOLID,CIGUÑUELA,29163.795080244632
LA SECA,VALLADOLID,,VALLADOLID,340578.04,4586470.14,1013,VALLADOLID,CIGUÑUELA,25443.28603372622
LANGAYO,VALLADOLID,,VALLADOLID,399981.41,4602762.39,250,SEGOVIA,AGUILAFUENTE,38710.74389566878
MATILLA DE LOS CAÑOS,VALLADOLID,,VALLADOLID,335993.05,4601298.26,113,VALLADOLID,CIGUÑUELA,13816.689664521713
MONASTERIO DE VEGA,VALLADOLID,,VALLADOLID,320070.79,4677716.51,79,LEÓN,VALDEVIMBRE,41863.061494373695
MOTA DEL MARQUÉS,VALLADOLID,,VALLADOLID,318512.86,4611268.39,330,VALLADOLID,CIGUÑUELA,26841.093242044022
NAVA DEL REY,VALLADOLID,,VALLADOLID,325801.77,4577536.19,1925,VALLADOLID,CIGUÑUELA,39155.76394009136
PEDRAJAS DE SAN ESTEBAN,VALLADOLID,,VALLADOLID,367472.95,4577919.11,3406,VALLADOLID,CIGUÑUELA,40179.08903512081
POZAL DE GALLINAS,VALLADOLID,,VALLADOLID,346025.06,4575653.14,538,VALLADOLID,CIGUÑUELA,35814.4612946448
PURAS,VALLADOLID,,VALLADOLID,361750.01,4560356.18,45,SEGOVIA,AGUILAFUENTE,45260.985576589046
QUINTANILLA DE ONÉSIMO,VALLADOLID,,VALLADOLID,386264.69,4609151.21,992,VALLADOLID,CIGUÑUELA,40976.5984490294
RENEDO DE ESGUEVA,VALLADOLID,,VALLADOLID,364472.62,4612751.24,3972,VALLADOLID,CIGUÑUELA,19162.825261771828
SAN CEBRIÁN DE MAZOTE,VALLADOLID,,VALLADOLID,321289.94,4616572.43,103,VALLADOLID,CIGUÑUELA,24600.142668271237
SAN PELAYO,VALLADOLID,,VALLADOLID,330703.06,4616400.39,48,VALLADOLID,CIGUÑUELA,15460.367720985774
