Municipio,Provincia,Comarca,cluster,CoordenadaX,CoordenadaY,Población,area_servicio,helipuerto_municipio,distancia_helipuerto
OÑA,BURGOS,,BURGOS,466293.13,4731392.67,951,BURGOS,REVILLARRUZ,59249.970283881754
PALACIOS DE LA SIERRA,BURGOS,,BURGOS,489467.02,4645766.98,675,BURGOS,REVILLARRUZ,52696.41781102853
PEDROSA DEL PRÍNCIPE,BURGOS,,BURGOS,401141.99,4677993.31,163,PALENCIA,CARRIÓN DE LOS CONDES,35036.345449805376
PINEDA TRASMONTE,BURGOS,,BURGOS,442250.04,4639991.52,98,BURGOS,REVILLARRUZ,35907.34529085303
QUINTANILLA DE LA MATA,BURGOS,,BURGOS,436327.17,4648767.81,108,BURGOS,REVILLARRUZ,28641.02043115316
REVILLA DEL CAMPO,BURGOS,,BURGOS,455742.39,4673417.56,94,BURGOS,REVILLARRUZ,9914.631613085918
REVILLARRUZ,BURGOS,,BURGOS,446092.33,4675692.7,634,BURGOS,REVILLARRUZ,0.0
HERRADÓN DE PINARES,ÁVILA,,ÁVILA,367921.46,4491673.97,495,ÁVILA,MUÑOGALINDO,29195.207050522946
HIGUERA DE LAS DUEÑAS,ÁVILA,,ÁVILA,363801.14,4455389.9,270,ÁVILA,MUÑOGALINDO,47962.18673891318
HOYOS DE MIGUEL MUÑOZ,ÁVILA,,ÁVILA,324580.41,4473476.82,27,ÁVILA,MUÑOGALINDO,27253.848105375728
HOYOS DEL COLLADO,ÁVILA,,ÁVILA,313240.54,4469892.71,30,ÁVILA,MUÑOGALINDO,37140.421671517266
HOYOS DEL ESPINO,ÁVILA,,ÁVILA,314975.52,4470220.68,344,ÁVILA,MUÑOGALINDO,35710.24524194731
LA CARRERA,ÁVILA,,ÁVILA,282990.7,4469443.12,160,ÁVILA,MUÑOGALINDO,62329.77435983223
LANZAHÍTA,ÁVILA,,ÁVILA,335149.18,4452163.08,788,ÁVILA,MUÑOGALINDO,44536.43572794306
LAS BERLANAS,ÁVILA,,ÁVILA,351440.68,4518443.06,323,ÁVILA,MUÑOGALINDO,25141.37710510657
LAS NAVAS DEL MARQUÉS,ÁVILA,,ÁVILA,387812.66,4495537.93,5590,ÁVILA,MUÑOGALINDO,48691.14748354672
MADRIGAL DE LAS ALTAS TORRES,ÁVILA,,ÁVILA,332160.92,4550645.29,1299,ÁVILA,MUÑOGALINDO,54571.18220507315
MAELLO,ÁVILA,,ÁVILA,372657.77,4518876.94,700,ÁVILA,MUÑOGALINDO,40296.370694410114
MAMBLAS,ÁVILA,,ÁVILA,331012.83,4542833.26,196,ÁVILA,MUÑOGALINDO,47018.3596025177
MARLÍN,ÁVILA,,ÁVILA,345476.54,4508481.1,31,ÁVILA,MUÑOGALINDO,13538.885316391012
MEDIANA DE VOLTOYA,ÁVILA,,ÁVILA,367987.63,4506697.97,117,ÁVILA,MUÑOGALINDO,30598.169507972085
MORALEJA DE MATACABRAS,ÁVILA,,ÁVILA,335668.0,4552514.28,53,ÁVILA,MUÑOGALINDO,56100.17275748103
NAVACEPEDILLA DE CORNEJA,ÁVILA,,ÁVILA,314865.58,4483974.72,100,ÁVILA,MUÑOGALINDO,27317.469035392147
NAVAHONDILLA,ÁVILA,,ÁVILA,373107.24,4464931.87,353,ÁVILA,MUÑOGALINDO,46392.194399516164
PEDRO-RODRÍGUEZ,ÁVILA,,ÁVILA,349704.82,4533245.13,134,ÁVILA,MUÑOGALINDO,38215.82493031498
PEÑALBA DE ÁVILA,ÁVILA,,ÁVILA,352536.65,4514915.05,105,ÁVILA,MUÑOGALINDO,22760.411155974085
PIEDRALAVES,ÁVILA,,ÁVILA,355704.15,4464401.96,2150,ÁVILA,MUÑOGALINDO,36142.70543069113
POYALES DEL HOYO,ÁVILA,,ÁVILA,315616.41,4449144.13,487,ÁVILA,MUÑOGALINDO,52891.73675878892
RASUEROS,ÁVILA,,ÁVILA,325551.77,4543394.3,160,ÁVILA,MUÑOGALINDO,48800.63975627032
SALOBRAL,ÁVILA,,ÁVILA,346806.44,4497197.09,102,ÁVILA,MUÑOGALINDO,7704.71027624658
VADILLO DE LA SIERRA,ÁVILA,,ÁVILA,320089.53,4497225.94,51,ÁVILA,MUÑOGALINDO,19054.949689791873
VEGA DE SANTA MARÍA,ÁVILA,,ÁVILA,362219.78,4521866.99,86,ÁVILA,MUÑOGALINDO,34285.34045350151
ABAJAS,BURGOS,,BURGOS,452292.7,4719142.67,28,BURGOS,REVILLARRUZ,43890.141047139245
ADRADA DE HAZA,BURGOS,,BURGOS,431401.45,4605051.95,205,SEGOVIA,AGUILAFUENTE,47292.73988789504
AGUAS CÁNDIDAS,BURGOS,,BURGOS,458692.95,4729542.7,59,BURGOS,REVILLARRUZ,55304.59406219704
ALFOZ DE BRICIA,BURGOS,,BURGOS,430851.62,4750726.28,68,BURGOS,REVILLARRUZ,76565.77152305403
ARAUZO DE MIEL,BURGOS,,BURGOS,467817.13,4634291.75,274,BURGOS,REVILLARRUZ,46754.73875386873
ARLANZÓN,BURGOS,,BURGOS,462206.53,4685440.5,424,BURGOS,REVILLARRUZ,18833.136926173418
BARBADILLO DEL MERCADO,BURGOS,,BURGOS,470292.27,4654192.28,134,BURGOS,REVILLARRUZ,32371.363211641194
BARRIO DE MUÑÓ,BURGOS,,BURGOS,416742.26,4669643.15,32,BURGOS,REVILLARRUZ,29967.042967356625
BELBIMBRE,BURGOS,,BURGOS,416342.27,4668993.16,54,BURGOS,REVILLARRUZ,30495.080032936465
BERLANGAS DE ROA,BURGOS,,BURGOS,427366.38,4615642.84,203,SEGOVIA,AGUILAFUENTE,54974.35805173957
BERZOSA DE BUREBA,BURGOS,,BURGOS,478159.96,4719429.56,26,BURGOS,REVILLARRUZ,54233.25378839488
BUGEDO,BURGOS,,BURGOS,498543.1,4721942.31,189,BURGOS,REVILLARRUZ,69929.31930703273
BURGOS,BURGOS,,BURGOS,441992.38,4687892.74,175895,BURGOS,REVILLARRUZ,12870.530913839608
CANTABRANA,BURGOS,,BURGOS,461718.04,4731342.69,23,BURGOS,REVILLARRUZ,57802.11241818264
CARCEDO DE BUREBA,BURGOS,,BURGOS,459052.74,4713961.63,37,BURGOS,REVILLARRUZ,40404.000182073265
CARDEÑADIJO,BURGOS,,BURGOS,445042.37,4683492.71,1430,BURGOS,REVILLARRUZ,7870.360347639526
CARDEÑAJIMENO,BURGOS,,BURGOS,448942.43,4686667.65,1169,BURGOS,REVILLARRUZ,11338.985735616037
CASCAJARES DE BUREBA,BURGOS,,BURGOS,480543.08,4725067.57,27,BURGOS,REVILLARRUZ,60205.74692734416
CASTRILLO DEL VAL,BURGOS,,BURGOS,451792.44,4684742.61,823,BURGOS,REVILLARRUZ,10695.425424928291
CASTROJERIZ,BURGOS,,BURGOS,405742.04,4682593.16,778,PALENCIA,CARRIÓN DE LOS CONDES,38423.98729845836
CAVIA,BURGOS,,BURGOS,430392.25,4681492.86,248,BURGOS,REVILLARRUZ,16737.215062010833
CEBRECOS,BURGOS,,BURGOS,450607.15,4648268.43,58,BURGOS,REVILLARRUZ,27793.419808748375
CERRATÓN DE JUARROS,BURGOS,,BURGOS,469242.65,4696742.49,45,BURGOS,REVILLARRUZ,31289.47067539657
CILLAPERLATA,BURGOS,,BURGOS,470793.27,4736542.65,30,BURGOS,REVILLARRUZ,65672.31419621302
CIRUELOS DE CERVERA,BURGOS,,BURGOS,456133.09,4639581.09,99,BURGOS,REVILLARRUZ,37481.5319613503
CORUÑA DEL CONDE,BURGOS,,BURGOS,467416.08,4623807.52,100,BURGOS,REVILLARRUZ,56096.11588777752
CUBILLO DEL CAMPO,BURGOS,,BURGOS,449542.3,4668842.65,101,BURGOS,REVILLARRUZ,7669.776920054276
FONTIOSO,BURGOS,,BURGOS,438773.11,4643759.69,54,BURGOS,REVILLARRUZ,32761.076128059136
FRESNO DE RODILLA,BURGOS,,BURGOS,460217.59,4696392.56,49,BURGOS,REVILLARRUZ,25060.071310496616
HAZA,BURGOS,,BURGOS,430805.44,4608034.9,34,SEGOVIA,AGUILAFUENTE,49573.426768619844
HUÉRMECES,BURGOS,,BURGOS,436592.43,4708092.72,153,BURGOS,REVILLARRUZ,33764.025174886534
IBRILLOS,BURGOS,,BURGOS,493142.75,4700192.18,29,BURGOS,REVILLARRUZ,53046.83348180902
LA CUEVA DE ROA,BURGOS,,BURGOS,421583.28,4613164.07,89,SEGOVIA,AGUILAFUENTE,50707.049270479234
LAS HORMAZAS,BURGOS,,BURGOS,423692.32,4708542.86,99,BURGOS,REVILLARRUZ,39760.45095350039
LOS BALBASES,BURGOS,,BURGOS,412192.18,4674143.17,302,BURGOS,REVILLARRUZ,33935.54498226605
MADRIGALEJO DEL MONTE,BURGOS,,BURGOS,439992.2,4663942.84,176,BURGOS,REVILLARRUZ,13238.987727032152
MERINDAD DE SOTOSCUEVA,BURGOS,,BURGOS,448933.24,4764142.83,412,BURGOS,REVILLARRUZ,88495.74151700737
NEBREDA,BURGOS,,BURGOS,447406.13,4646520.48,55,BURGOS,REVILLARRUZ,29201.7891603988
OLMEDILLO DE ROA,BURGOS,,BURGOS,422416.51,4626167.79,179,BURGOS,REVILLARRUZ,54893.17956887281
PADRONES DE BUREBA,BURGOS,,BURGOS,456392.89,4728192.71,60,BURGOS,REVILLARRUZ,53500.95874200458
PALAZUELOS DE LA SIERRA,BURGOS,,BURGOS,462067.44,4673542.48,93,BURGOS,REVILLARRUZ,16119.168265158673
PAMPLIEGA,BURGOS,,BURGOS,418442.23,4673143.07,291,BURGOS,REVILLARRUZ,27767.402527908536
PANCORBO,BURGOS,,BURGOS,490993.02,4720292.4,437,BURGOS,REVILLARRUZ,63286.69056417879
PARTIDO DE LA SIERRA EN TOBALINA,BURGOS,,BURGOS,479143.2,4731242.6,81,BURGOS,REVILLARRUZ,64638.62156456338
QUINTANILLA DEL AGUA Y TORDUELES,BURGOS,,BURGOS,445992.17,4653692.63,335,BURGOS,REVILLARRUZ,22000.297998675225
QUINTANILLA VIVAR,BURGOS,,BURGOS,443648.43,4695755.69,885,BURGOS,REVILLARRUZ,20211.28929460239
REDECILLA DEL CAMINO,BURGOS,,BURGOS,494642.73,4698442.14,93,BURGOS,REVILLARRUZ,53616.027085877715
REVILLA VALLEJERA,BURGOS,,BURGOS,406292.15,4666693.32,115,BURGOS,REVILLARRUZ,40804.940490298446
REZMONDO,BURGOS,,BURGOS,398292.01,4707767.77,17,PALENCIA,CARRIÓN DE LOS CONDES,35854.47034657879
QUINTANILLA DEL COCO,BURGOS,,BURGOS,457272.17,4647542.26,50,BURGOS,REVILLARRUZ,30289.207560106657
QUINTANILLA SAN GARCÍA,BURGOS,,BURGOS,484015.84,4710647.41,68,BURGOS,REVILLARRUZ,51575.42401090075
REBOLLEDO DE LA TORRE,BURGOS,,BURGOS,399492.15,4727043.26,92,PALENCIA,CARRIÓN DE LOS CONDES,49606.08902080484
REINOSO,BURGOS,,BURGOS,468437.72,4706345.56,18,BURGOS,REVILLARRUZ,37933.02361309551
RUBENA,BURGOS,,BURGOS,452725.51,4693059.6,217,BURGOS,REVILLARRUZ,18590.543093798537
RUCANDIO,BURGOS,,BURGOS,455642.94,4733292.74,72,BURGOS,REVILLARRUZ,58386.460411414766
SALAS DE BUREBA,BURGOS,,BURGOS,461192.96,4726742.68,129,BURGOS,REVILLARRUZ,53236.54275398855
SALDAÑA DE BURGOS,BURGOS,,BURGOS,443642.33,4678592.74,201,BURGOS,REVILLARRUZ,3796.4104100584564
SALINILLAS DE BUREBA,BURGOS,,BURGOS,468106.77,4711239.6,48,BURGOS,REVILLARRUZ,41811.69295930937
SAN ADRIÁN DE JUARROS,BURGOS,,BURGOS,460742.48,4680292.51,86,BURGOS,REVILLARRUZ,15355.297035830834
SAN MARTÍN DE RUBIALES,BURGOS,,BURGOS,417291.33,4610573.27,139,SEGOVIA,AGUILAFUENTE,47097.27153064431
SANTA GADEA DEL CID,BURGOS,,BURGOS,495234.24,4729183.43,161,BURGOS,REVILLARRUZ,72637.35619074352
SANTA MARÍA DEL MERCADILLO,BURGOS,,BURGOS,453524.02,4634387.05,108,BURGOS,REVILLARRUZ,41968.878209676164
SANTA OLALLA DE BUREBA,BURGOS,,BURGOS,463913.66,4702248.56,38,BURGOS,REVILLARRUZ,31981.455615848176
SANTIBÁÑEZ DE ESGUEVA,BURGOS,,BURGOS,437016.84,4631667.52,77,BURGOS,REVILLARRUZ,44950.87310356225
SANTIBÁÑEZ DEL VAL,BURGOS,,BURGOS,460142.18,4646922.2,70,BURGOS,REVILLARRUZ,32017.806846698593
SANTO DOMINGO DE SILOS,BURGOS,,BURGOS,465392.19,4645742.1,247,BURGOS,REVILLARRUZ,35630.36677301586
TORRELARA,BURGOS,,BURGOS,457342.36,4668342.53,32,BURGOS,REVILLARRUZ,13438.309939490093
TRESPADERNE,BURGOS,,BURGOS,468043.28,4738867.66,713,BURGOS,REVILLARRUZ,66879.89067652619
TUBILLA DEL AGUA,BURGOS,,BURGOS,434292.47,4728802.92,128,BURGOS,REVILLARRUZ,54405.25861043189
VALLE DE LOSA,BURGOS,,BURGOS,480058.82,4760038.56,496,BURGOS,REVILLARRUZ,90928.24941710688
VALLE DE MENA,BURGOS,,BURGOS,477152.08,4771856.51,4140,BURGOS,REVILLARRUZ,101055.36316187539
VALLE DE VALDEBEZANA,BURGOS,,BURGOS,435792.81,4757868.22,482,BURGOS,REVILLARRUZ,82818.45325469878
VALLUÉRCANES,BURGOS,,BURGOS,489992.89,4713342.34,63,BURGOS,REVILLARRUZ,57833.85306585732
VILLAFRUELA,BURGOS,,BURGOS,424325.07,4641137.86,143,BURGOS,REVILLARRUZ,40839.32633299906
VILLAGALIJO,BURGOS,,BURGOS,484142.66,4688492.25,52,BURGOS,REVILLARRUZ,40145.43676822301
VILLAGONZALO PEDERNALES,BURGOS,,BURGOS,439167.32,4683392.79,1882,BURGOS,REVILLARRUZ,10356.019964648476
VILLALDEMIRO,BURGOS,,BURGOS,418667.2,4677593.02,91,BURGOS,REVILLARRUZ,27490.88888376107
VILLALMANZO,BURGOS,,BURGOS,438442.18,4655342.83,410,BURGOS,REVILLARRUZ,21740.331277131103
VILLAMBISTIA,BURGOS,,BURGOS,478492.69,4694767.36,43,BURGOS,REVILLARRUZ,37598.21780676851
VILLAMEDIANILLA,BURGOS,,BURGOS,405367.13,4668293.33,9,BURGOS,REVILLARRUZ,41391.93872527479
VILLAMIEL DE LA SIERRA,BURGOS,,BURGOS,465392.43,4671292.45,43,BURGOS,REVILLARRUZ,19795.354507371147
VILLANGÓMEZ,BURGOS,,BURGOS,436167.23,4670142.87,232,BURGOS,REVILLARRUZ,11371.3773589175
VILLANUEVA DE GUMIEL,BURGOS,,BURGOS,447901.82,4620842.07,279,BURGOS,REVILLARRUZ,54880.46888882226
VILLAQUIRÁN DE LA PUEBLA,BURGOS,,BURGOS,409317.1,4681778.13,46,BURGOS,REVILLARRUZ,37275.326958160935
VILLASANDINO,BURGOS,,BURGOS,408792.08,4691642.97,178,BURGOS,REVILLARRUZ,40567.47173703811
VILLATUELDA,BURGOS,,BURGOS,426791.68,4629702.71,53,BURGOS,REVILLARRUZ,49875.788421062796
VILLORUEBO,BURGOS,,BURGOS,463792.4,4668442.46,63,BURGOS,REVILLARRUZ,19127.426854193
VILVIESTRE DEL PINAR,BURGOS,,BURGOS,492981.91,4644391.96,504,BURGOS,REVILLARRUZ,56377.02579175324
ZAEL,BURGOS,,BURGOS,431942.25,4662292.97,115,BURGOS,REVILLARRUZ,19487.88156981955
ZUÑEDA,BURGOS,,BURGOS,481506.93,4716975.5,57,BURGOS,REVILLARRUZ,54391.75920118766
ARGANZA,LEÓN,COMARCA DE EL BIERZO,BIERZO,197964.55,4727507.86,805,BIERZO,CABAÑAS RARAS,4538.161883549574
BENUZA,LEÓN,COMARCA DE EL BIERZO,BIERZO,194863.31,4701041.59,442,BIERZO,CABAÑAS RARAS,24951.526653834262
BERCIANOS DEL PÁRAMO,LEÓN,,LEÓN,277390.32,4695573.57,522,LEÓN,VALDEVIMBRE,8165.712645850224
BERLANGA DEL BIERZO,LEÓN,COMARCA DE EL BIERZO,BIERZO,204923.66,4737184.95,322,BIERZO,CABAÑAS RARAS,12568.598730618594
BOÑAR,LEÓN,,LEÓN,310341.23,4748544.3,1766,LEÓN,VALDEVIMBRE,55292.31752334469
BRAZUELO,LEÓN,,LEÓN,240580.97,4709868.87,312,BIERZO,CABAÑAS RARAS,41672.605951538404
BURÓN,LEÓN,,LEÓN,333291.65,4765244.49,288,LEÓN,VALDEVIMBRE,81751.80886833831
CAMPO DE VILLAVIDEL,LEÓN,,LEÓN,292140.49,4701593.63,205,LEÓN,VALDEVIMBRE,7931.0126720173075
CÁRMENES,LEÓN,,LEÓN,290141.15,4759544.7,333,LEÓN,VALDEVIMBRE,60121.95926352375
CARRIZO,LEÓN,,LEÓN,267690.43,4718573.95,2222,LEÓN,VALDEVIMBRE,25239.440582328738
CASTRILLO DE CABRERA,LEÓN,,LEÓN,208000.35,4693612.59,102,BIERZO,CABAÑAS RARAS,32022.108150104712
CASTRILLO DE LA VALDUERNA,LEÓN,,LEÓN,241776.89,4690503.61,143,LEÓN,VALDEVIMBRE,43642.111877539726
CASTROCONTRIGO,LEÓN,,LEÓN,236468.75,4674955.41,669,LEÓN,VALDEVIMBRE,53974.634005489075
CASTROPODAME,LEÓN,COMARCA DE EL BIERZO,BIERZO,215380.68,4719910.94,1574,BIERZO,CABAÑAS RARAS,14547.116924449148
CEBANICO,LEÓN,,LEÓN,334291.51,4732294.02,143,PALENCIA,CARRIÓN DE LOS CONDES,54881.032026659246
CIMANES DE LA VEGA,LEÓN,,LEÓN,285190.44,4665993.22,435,LEÓN,VALDEVIMBRE,33708.74478766786
CORULLÓN,LEÓN,COMARCA DE EL BIERZO,BIERZO,186549.42,4721034.68,819,BIERZO,CABAÑAS RARAS,15724.795037952028
CUBILLOS DEL SIL,LEÓN,COMARCA DE EL BIERZO,BIERZO,207648.64,4725293.94,1719,BIERZO,CABAÑAS RARAS,5894.388206353616
EL BURGO RANERO,LEÓN,,LEÓN,317290.77,4699093.69,690,LEÓN,VALDEVIMBRE,32855.817660202905
FRESNO DE LA VEGA,LEÓN,,LEÓN,291090.37,4691093.49,477,LEÓN,VALDEVIMBRE,10871.243628053697
GORDALIZA DEL PINO,LEÓN,,LEÓN,322270.78,4690173.61,239,LEÓN,VALDEVIMBRE,39009.818911686816
IZAGRE,LEÓN,,LEÓN,313690.69,4677113.44,137,LEÓN,VALDEVIMBRE,36951.89087042755
LA ANTIGUA,LEÓN,,LEÓN,277840.27,4673193.26,328,LEÓN,VALDEVIMBRE,27309.910145498783
LA ROBLA,LEÓN,,LEÓN,285090.9,4742194.38,3605,LEÓN,VALDEVIMBRE,42505.737398596924
LA VECILLA,LEÓN,,LEÓN,303391.16,4746819.33,378,LEÓN,VALDEVIMBRE,50793.33332768185
LEÓN,LEÓN,,LEÓN,289400.72,4719493.88,122243,LEÓN,VALDEVIMBRE,20412.12318578572
LLAMAS DE LA RIBERA,LEÓN,,LEÓN,268340.48,4724224.04,791,LEÓN,VALDEVIMBRE,29341.947709361368
MAGAZ DE CEPEDA,LEÓN,,LEÓN,247731.09,4714264.94,349,LEÓN,VALDEVIMBRE,39495.55683590255
MATADEÓN DE LOS OTEROS,LEÓN,,LEÓN,304810.47,4689993.49,221,LEÓN,VALDEVIMBRE,22561.716504257758
MATALLANA DE TORÍO,LEÓN,,LEÓN,294141.11,4749044.49,1228,LEÓN,VALDEVIMBRE,50295.24393239694
MATANZA,LEÓN,,LEÓN,303990.51,4679093.38,172,LEÓN,VALDEVIMBRE,28400.273168827265
ONZONILLA,LEÓN,,LEÓN,288050.62,4711343.76,1942,LEÓN,VALDEVIMBRE,12196.689462952321
OSEJA DE SAJAMBRE,LEÓN,,LEÓN,334211.74,4777894.67,226,LEÓN,VALDEVIMBRE,92696.21092697678
PERANZANES,LEÓN,COMARCA DE EL BIERZO,BIERZO,203329.76,4753519.05,271,BIERZO,CABAÑAS RARAS,28541.338777662408
POBLADURA DE PELAYO GARCÍA,LEÓN,,LEÓN,278640.26,4687243.44,354,LEÓN,VALDEVIMBRE,13734.953733496608
REGUERAS DE ARRIBA,LEÓN,,LEÓN,264040.14,4686203.48,264,LEÓN,VALDEVIMBRE,24457.222027525735
REYERO,LEÓN,,LEÓN,320691.41,4757344.44,128,LEÓN,VALDEVIMBRE,68101.0322802293
RIELLO,LEÓN,,LEÓN,259090.38,4739819.32,582,LEÓN,VALDEVIMBRE,47462.583531583216
RIOSECO DE TAPIA,LEÓN,,LEÓN,271640.6,4734594.23,399,LEÓN,VALDEVIMBRE,37173.75722739126
SAN ADRIÁN DEL VALLE,LEÓN,,LEÓN,274540.29,4667813.25,84,LEÓN,VALDEVIMBRE,33382.192309021695
SAN EMILIANO,LEÓN,,LEÓN,255223.53,4762126.65,596,BIERZO,CABAÑAS RARAS,65077.83946932656
SAN JUSTO DE LA VEGA,LEÓN,,LEÓN,251990.1,4704433.79,1775,LEÓN,VALDEVIMBRE,32794.71190203992
SANTA COLOMBA DE CURUEÑO,LEÓN,,LEÓN,302591.03,4736014.11,507,LEÓN,VALDEVIMBRE,40603.22984936195
SANTA COLOMBA DE SOMOZA,LEÓN,,LEÓN,233317.85,4704016.8,494,BIERZO,CABAÑAS RARAS,37908.21370757668
SANTA MARÍA DE LA ISLA,LEÓN,,LEÓN,258830.12,4693483.61,443,LEÓN,VALDEVIMBRE,26352.46103300785
SANTA MARÍA DEL MONTE DE CEA,LEÓN,,LEÓN,326041.05,4706543.81,325,LEÓN,VALDEVIMBRE,42160.8430587019
SANTA MARÍA DEL PÁRAMO,LEÓN,,LEÓN,273570.26,4692693.54,209,LEÓN,VALDEVIMBRE,12929.103442826216
SARIEGOS,LEÓN,,LEÓN,284310.72,4725013.99,5444,LEÓN,VALDEVIMBRE,25320.70223396274
SENA DE LUNA,LEÓN,,LEÓN,259010.56,4757244.61,390,LEÓN,VALDEVIMBRE,62918.953727768116
TRABADELO,LEÓN,COMARCA DE EL BIERZO,BIERZO,181686.44,4729276.68,319,BIERZO,CABAÑAS RARAS,20520.305318868865
TRUCHAS,LEÓN,,LEÓN,216702.51,4684462.58,392,BIERZO,CABAÑAS RARAS,43223.10691071254
VALLE DE ANCARES,LEÓN,COMARCA DE EL BIERZO,BIERZO,195195.65,4747076.95,275,BIERZO,CABAÑAS RARAS,23012.3560234456
VEGA DE INFANZONES,LEÓN,,LEÓN,291690.56,4706293.69,839,LEÓN,VALDEVIMBRE,9804.351534997304
VEGACERVERA,LEÓN,,LEÓN,292991.13,4751094.55,258,LEÓN,VALDEVIMBRE,52107.2938786392
VILLABRAZ,LEÓN,,LEÓN,298340.44,4680013.36,95,LEÓN,VALDEVIMBRE,24094.043074330457
VILLADANGOS DEL PÁRAMO,LEÓN,,LEÓN,272740.45,4710853.8,1235,LEÓN,VALDEVIMBRE,16169.080049056376
VILLAMANDOS,LEÓN,,LEÓN,285840.35,4672943.25,277,LEÓN,VALDEVIMBRE,26786.97577449358
VILLAOBISPO DE OTERO,LEÓN,,LEÓN,248679.08,4709825.88,518,LEÓN,VALDEVIMBRE,37169.030745098746
VILLAQUEJIDA,LEÓN,,LEÓN,285490.39,4669293.23,803,LEÓN,VALDEVIMBRE,30418.516205654734
VILLATURIEL,LEÓN,,LEÓN,295840.63,4710343.75,1838,LEÓN,VALDEVIMBRE,15600.956030221285
VILLAZALA,LEÓN,,LEÓN,264790.19,4693833.59,596,LEÓN,VALDEVIMBRE,20505.41108240707
VILLAZANZO DE VALDERADUEY,LEÓN,,LEÓN,338641.27,4711043.75,368,PALENCIA,CARRIÓN DE LOS CONDES,36666.58475233981
AMAYUELAS DE ARRIBA,PALENCIA,,PALENCIA,377063.72,4674345.52,38,PALENCIA,CARRIÓN DE LOS CONDES,17197.190416067973
AUTILLO DE CAMPOS,PALENCIA,,PALENCIA,348541.38,4661197.58,130,PALENCIA,CARRIÓN DE LOS CONDES,33719.772528789006
BELMONTE DE CAMPOS,PALENCIA,,PALENCIA,335025.21,4645205.37,30,VALLADOLID,CIGUÑUELA,35289.24591100552
BERZOSILLA,PALENCIA,,PALENCIA,415189.25,4737091.4,47,PALENCIA,CARRIÓN DE LOS CONDES,67598.33585929223
BOADA DE CAMPOS,PALENCIA,,PALENCIA,344521.38,4650190.47,16,VALLADOLID,CIGUÑUELA,38738.10311854846
BOADILLA DE RIOSECO,PALENCIA,,PALENCIA,337424.11,4671445.61,114,PALENCIA,CARRIÓN DE LOS CONDES,35038.407911234724
BUSTILLO DE LA VEGA,PALENCIA,,PALENCIA,357042.55,4701940.63,269,PALENCIA,CARRIÓN DE LOS CONDES,16960.24489371862
CALZADA DE LOS MOLINOS,PALENCIA,,PALENCIA,364051.57,4687446.61,305,PALENCIA,CARRIÓN DE LOS CONDES,4033.7734206197088
CARRIÓN DE LOS CONDES,PALENCIA,,PALENCIA,367831.65,4688854.56,1999,PALENCIA,CARRIÓN DE LOS CONDES,0.0
CASTIL DE VELA,PALENCIA,,PALENCIA,337591.26,4649726.43,55,VALLADOLID,CIGUÑUELA,39044.44669753807
CASTRILLO DE ONIELO,PALENCIA,,PALENCIA,391915.96,4634802.17,91,VALLADOLID,CIGUÑUELA,52085.32656753634
CASTRILLO DE VILLAVEGA,PALENCIA,,PALENCIA,378305.83,4701279.19,168,PALENCIA,CARRIÓN DE LOS CONDES,16250.53467764431
CEVICO DE LA TORRE,PALENCIA,,PALENCIA,382932.06,4634352.21,475,VALLADOLID,CIGUÑUELA,44001.81780413289
CISNEROS,PALENCIA,,PALENCIA,346743.19,4675932.65,430,PALENCIA,CARRIÓN DE LOS CONDES,24732.54744703183
CORDOVILLA LA REAL,PALENCIA,,PALENCIA,395881.01,4659515.39,129,PALENCIA,CARRIÓN DE LOS CONDES,40590.06642885048
CUBILLAS DE CERRATO,PALENCIA,,PALENCIA,378103.03,4628533.21,64,VALLADOLID,CIGUÑUELA,36932.337403703634
DUEÑAS,PALENCIA,,PALENCIA,371776.11,4637377.32,2587,VALLADOLID,CIGUÑUELA,37010.90507894834
ESPINOSA DE CERRATO,PALENCIA,,PALENCIA,421152.23,4646689.01,124,BURGOS,REVILLARRUZ,38252.09303588662
FRÓMISTA,PALENCIA,,PALENCIA,384329.76,4680456.43,748,PALENCIA,CARRIÓN DE LOS CONDES,18512.59628115402
FUENTES DE VALDEPERO,PALENCIA,,PALENCIA,375891.88,4658793.47,484,PALENCIA,CARRIÓN DE LOS CONDES,31122.924663999536
GRIJOTA,PALENCIA,,PALENCIA,369111.84,4656980.51,2789,PALENCIA,CARRIÓN DE LOS CONDES,31899.74842907994
HÉRMEDES DE CERRATO,PALENCIA,,PALENCIA,402189.82,4630436.13,74,VALLADOLID,CIGUÑUELA,59920.269743739496
HERRERA DE VALDECAÑAS,PALENCIA,,PALENCIA,400742.1,4655834.33,158,PALENCIA,CARRIÓN DE LOS CONDES,46620.09554318143
HUSILLOS,PALENCIA,,PALENCIA,373711.82,4660943.5,393,PALENCIA,CARRIÓN DE LOS CONDES,28523.73870221919
ITERO DE LA VEGA,PALENCIA,,PALENCIA,396219.89,4682359.32,144,PALENCIA,CARRIÓN DE LOS CONDES,29121.818503575465
LAGARTOS,PALENCIA,,PALENCIA,343341.15,4696593.65,117,PALENCIA,CARRIÓN DE LOS CONDES,25684.199506274515
LOMAS,PALENCIA,,PALENCIA,372344.67,4681673.53,41,PALENCIA,CARRIÓN DE LOS CONDES,8481.42331105399
MANQUILLOS,PALENCIA,,PALENCIA,370581.67,4673594.57,58,PALENCIA,CARRIÓN DE LOS CONDES,15505.802294640487
